ID,CC_1,CC_2,CC_3,CC_4,CC_5,CC_6,CC_7,CC_8,CC_9,CC_10,CC_11,CC_12,CC_13,CC_14,CC_15,CC_16,CC_17,CC_18,CC_19,CC_20,CC_21,CC_22,CC_23,CC_24,CC_25,CC_26,CC_27,CC_28,CC_29,CC_30,CC_31,CC_32,CC_33,CC_34,CC_35,CC_36,CC_37,CC_38,CC_39,CC_40,CC_41,CC_42,CC_43,CC_44,CC_45,CC_46,CC_47,CC_48,CC_49,CC_50,CC_51,CC_52,CC_53,CC_54,CC_55,CC_56,CC_57,CC_58,CC_59,CC_60
s0533_re_10,-0.023500992294055417,0.03518045567102155,-0.04879529240069949,0.026006623839411942,-0.06622827460782849,0.01734187038010528,-0.06936675304873245,-0.018591542164032523,-0.05253934813537499,-0.03710815565965898,-0.05766959221416435,-0.026878872463809773,-0.04099391738447214,-0.0345126458388465,0.003099510878625299,-0.016313724471413747,0.011514261885097158,0.024392879887777257,0.021344179373970207,0.021315292508608256,0.0369786505309331,0.01894714263927222,0.015509649019497342,0.023549091800670875,0.005538499690012664,0.0008583816560756122,0.004934525552609714,-0.00839103903782236,-0.013814354920980246,-0.00918416249072264,-0.01625701188474075,-0.01821941963226393,-0.009562698390030629,-0.009986598862967384,-0.007331697407937829,0.002286504806841953,0.0033449438601348912,0.004101421690430219,0.009263270128875954,0.008574848961902307,0.006198057303259655,0.007079615249022093,0.004559238945979139,0.0014473123209184275,0.0013698073820210047,-0.0006348064267042127,-0.002804938393092583,-0.0022004919474994645,-0.0033286977710635774,-0.004489751260857158,-0.003061619049824425,-0.002429736080557899,-0.002169115460703568,-0.0004115693415841092,1.606273755551734e-05,0.00033191655959908357,0.00109381369833591,0.0014314224970970318,0.0008114339257299986,0.0012962059374804736
s0533_re_11,-0.02266036869814652,0.03442384933798882,-0.04634564358719049,0.024913900220875376,-0.06470931031200386,0.015796657739778047,-0.06942593318485205,-0.019475029701219018,-0.05412806347618852,-0.03972187486439612,-0.05925372254697574,-0.02966090576275311,-0.044728349215038196,-0.03519786923150413,0.0012604755396017954,-0.017806986344988087,0.012353702465186614,0.024228405450394196,0.021057710215564462,0.023539956665238043,0.03826401701365301,0.019401187837596652,0.018454307098804534,0.02441828135842756,0.006196364484584432,0.0027566231139856024,0.0060555959077008975,-0.00850915975308053,-0.012678570955029996,-0.008919727374329169,-0.01809821312417876,-0.018581425702936357,-0.010544293317777677,-0.01193048385458928,-0.007986929926874274,0.0012284787125256265,0.0021240309552707673,0.004106813957532522,0.00947778981660182,0.008099105809536192,0.006550935136360707,0.007896240267724876,0.005009115919645892,0.0023826767735388677,0.0024830060762538343,-0.00028294178900605725,-0.0027156574851593457,-0.0020988853998117115,-0.00354609982709527,-0.004320970909640294,-0.0028718056353992157,-0.0029732537627293336,-0.002562689306300914,-0.0007043118935109331,-0.00045877091505041023,0.00016389070557639346,0.0011758312394153474,0.001161910998144602,0.0006495003983710422,0.0010916458417728695
s0533_re_12,-0.024419109497870795,0.035568704145146686,-0.05001081505716682,0.02520576593791426,-0.0673880269770205,0.015930396332652336,-0.07121209330162294,-0.018971327980934677,-0.05386686442402824,-0.04000117472459872,-0.05755823724711321,-0.0291788567179866,-0.043131882964769476,-0.033475374072317744,0.0023435100045874485,-0.017975465451225792,0.015294644400048862,0.02471735199653629,0.021031254532342544,0.025969245545886106,0.0381899886866241,0.01825399908241077,0.019839422563948238,0.023860259861995147,0.003720324539054979,0.003813079041008288,0.004841576769891538,-0.011041494093241837,-0.012240957778659875,-0.009678094540279613,-0.019349262041295463,-0.01761460529288716,-0.010594989714627285,-0.012911439353006078,-0.006976945505719826,0.0019308698448861677,0.0016881408418372142,0.005511775486684451,0.010496450644043937,0.007727892751668908,0.007537851321889496,0.008541156388368387,0.004560172331101802,0.0025855430898372228,0.002173527463473361,-0.0011803219326212418,-0.0028282465384323655,-0.002419733464873428,-0.004174404470733742,-0.004352348793698281,-0.0031730816881845483,-0.0033607343537088593,-0.00238306693008391,-0.00079606891279777,-0.0006082140419902814,0.0005988361416220305,0.001579998055022434,0.0011743984228704046,0.001244463296417429,0.0012107899101610935
s0533_re_13,-0.023864695312107203,0.03547183915721627,-0.049376135161248974,0.02623900416764838,-0.06792763195825567,0.016516280366784375,-0.06953303576766667,-0.020934808047754685,-0.0524144590072822,-0.03793147401168176,-0.05897475019880871,-0.02817476166089521,-0.03815724198085375,-0.036723011754000924,0.0052050979084019055,-0.01220231279469592,0.010170419017398132,0.026715866933984117,0.02447503562763245,0.019765529251888597,0.03624176976778391,0.02129212465558593,0.012315183494102436,0.02176891002864448,0.007640457827864113,-0.0021875548089517888,0.0027944449235567516,-0.007219822552628658,-0.016401650711329107,-0.011032542115658097,-0.014809919237174644,-0.018515048559208765,-0.009535207895858286,-0.006844786270621601,-0.0060283751894191755,0.0021491830785003445,0.005700886960875149,0.0051960892404208465,0.008732347959189887,0.00919575352973275,0.005434012938929476,0.005376765215008891,0.004566368116598486,0.0007644791624949661,0.00016743263848327145,-0.0005607106881075773,-0.003252325630963416,-0.0031398973394921995,-0.0030981028877986316,-0.004015697367018821,-0.0029944426317710456,-0.0017220600582863034,-0.0018068604118226987,-6.881262149794246e-05,0.0009630499881808422,0.0007071403307705616,0.0011589477314426786,0.0015327817279052966,0.0007068456341654552,0.0011059849813980123
s0533_re_14,-0.023843859022777837,0.03515346717474739,-0.048388003192885755,0.025386930320326396,-0.06823175934940076,0.015181900603237862,-0.06987855821237976,-0.022936682789241696,-0.0542495640002694,-0.03794613924610349,-0.0615107088979246,-0.028289283849957082,-0.03574972320895243,-0.037230629448047045,0.007565701694546792,-0.007259447447582305,0.011399808507111373,0.028525349198700124,0.02899667645918433,0.018779021203568287,0.03512309482102864,0.0237927141541607,0.010088219766534661,0.018899269519975243,0.009047924783920447,-0.0049147830802449685,-0.0008346602329422167,-0.00699479833263634,-0.018236698728934093,-0.014148407591211101,-0.013734163577723845,-0.01789051808955085,-0.010133773261412555,-0.003680616721312742,-0.0037473838285852993,0.00277890882994231,0.00789928669108445,0.006234414308199504,0.007886457568077232,0.009125772308339998,0.005621681428725596,0.004159902789395441,0.0038753969457180092,0.00042738337131898775,-0.0010203151555053832,-0.001355520591262241,-0.003620667857532018,-0.003994996688497113,-0.0029741616036910905,-0.003306995941855078,-0.0027659023513876197,-0.0009059783542095574,-0.0011350732990525008,-3.856711424656066e-05,0.0012326129449915899,0.0010136284574254286,0.0008996307851894673,0.0011795231596614631,0.000502297886923725,0.0005688337073695159
s0533_re_15,-0.023326861312237726,0.03642340890576864,-0.047685338934776784,0.025819722170148305,-0.06611689867901946,0.015624440677614124,-0.07015093835178007,-0.021294880752948817,-0.054301811510824895,-0.04044269286916769,-0.06042861026093654,-0.030345738168088447,-0.042721314359570876,-0.03717797298019284,0.0025381044437117794,-0.016146000201202815,0.011702438750345908,0.025738617969547142,0.023259831714587627,0.022786769508289156,0.03884445710082399,0.020931531557627097,0.01626563636322155,0.024783303553986367,0.006609171078512971,0.0007111853380046874,0.005381047566778431,-0.008284603685124703,-0.014940305350866693,-0.01058119390237562,-0.017265164568534618,-0.019067707217506905,-0.010620015766121349,-0.01034378221115748,-0.007511623430159645,0.0019051984971210397,0.0037788269027604284,0.004652281044116762,0.009590787996612263,0.008664263674674022,0.006324823769913635,0.007567789437304385,0.005031494829468921,0.0015933492751422464,0.0014966213646126268,-0.0005367644219930538,-0.003193211277017758,-0.002574839638585242,-0.0033275567893060903,-0.004474283596779725,-0.0031459545098641898,-0.002288338174552452,-0.002331838913796407,-0.0005930878294565373,5.9549678074118856e-05,0.0004182619942909515,0.001252133010764603,0.0013368196889586243,0.000564699427293361,0.0012326343375872407
s0533_re_16,-0.025333191507655117,0.037519327633025706,-0.05273188876308794,0.02717752744237879,-0.07126802640361792,0.016038823376744685,-0.07029520139263287,-0.02400578238314165,-0.05327972566035616,-0.038615940793115935,-0.06012625273772012,-0.02901074046471645,-0.03368401988462599,-0.0377462488474221,0.008573082871965882,-0.006206376073472202,0.011339411165667558,0.028133818309406984,0.02968235965629893,0.018724598307532467,0.034398568336669134,0.024477859211015984,0.009058185699971544,0.018316037617339704,0.008200880194632056,-0.005834312425732295,-0.0012577003788102055,-0.007419106147644297,-0.018561699592363395,-0.014195066506046712,-0.013444976829337872,-0.017530330791593777,-0.010119119157230265,-0.003342896138128605,-0.0029076709989227715,0.003074738205942006,0.008811395658980675,0.006992708738674687,0.008008802852020108,0.009544502088400002,0.00532443841190648,0.0035585177205344916,0.0035997512966359163,0.0002252920285605587,-0.0016760638240887272,-0.001741284233233449,-0.0037253161858320522,-0.004257314275152026,-0.003176224503291837,-0.0035697518282193914,-0.002722190704459934,-0.0006832075044740549,-0.0007053195983652661,0.00023474927361030954,0.0014133081603845477,0.0013329014272627985,0.0012710309001852408,0.001618407425467655,0.00043525291250081375,0.0004806584085959931
s0533_re_17,-0.024873842230003454,0.03426456521662781,-0.050828500116240065,0.02503655491605082,-0.07109150734577825,0.014014814943726878,-0.07138122375042621,-0.025644644842055992,-0.05531619076144323,-0.0378367566702732,-0.062012072732813645,-0.02840978893233509,-0.030565506751643174,-0.035724550841459465,0.011511301726486017,0.00038081139772934343,0.01391465276402586,0.030816419142009756,0.03365067307782066,0.01845546412752975,0.03238384437789392,0.02516241100853727,0.006838519681513069,0.013491140274202335,0.007808122834310006,-0.008355173182655898,-0.006714971250421425,-0.008346688350699214,-0.019606300980250874,-0.017238763185351506,-0.012079174389816438,-0.014913361644725624,-0.00886645254786433,-5.926115216497923e-05,0.0006738204118381722,0.004231262554863977,0.010169321953675271,0.00820371472179325,0.006883319006750692,0.008552080269686114,0.0052729669407698,0.002085793464772368,0.0020816642850172338,-0.0005441151743344674,-0.0033895010822841084,-0.0026321557767620754,-0.0034194240911659805,-0.0044108978565806,-0.003026474897311677,-0.0023971604949537774,-0.002135998887489577,-0.00045193388339613306,0.0005122969039174003,0.0006594507726608677,0.001679282854092923,0.0016739324635262883,0.0010244865661978256,0.001213679017555581,0.0005836907815316482,0.00017154416274891125
s0533_re_18,-0.024037347865165065,0.03455270482515561,-0.04905978428531626,0.024114753282159177,-0.06869999345193877,0.013742701336490467,-0.07104830857195713,-0.02462747041928237,-0.05517594349282967,-0.03962529786424753,-0.06181444949870114,-0.02901297522704375,-0.037647583032407825,-0.03575073940465089,0.00766820563082415,-0.007655808505577034,0.013497509975498478,0.030357618817145677,0.029051462280864655,0.02117002210559337,0.03758628209157778,0.02317626412877133,0.010760832949360954,0.02023964201771758,0.006748532855837354,-0.005266878882052125,-0.0004195959028913245,-0.009444775574324321,-0.019187424458168605,-0.013751820409207619,-0.01555016837273234,-0.01869035504742716,-0.009406696066828004,-0.004606156211597854,-0.0038350737829603906,0.004075682749724749,0.008559495465976766,0.006671070194218348,0.009126256419100476,0.009772592413918141,0.005528616184924909,0.004890958199123127,0.003719261787414996,-0.00014897515941976025,-0.001201721740128394,-0.0018285977418096297,-0.0041700016607362726,-0.004057135056186279,-0.0032067524739265276,-0.003830387818653423,-0.0027266729115456184,-0.0010948826370240185,-0.0010383230126942895,0.00026352551383363604,0.001409276053978411,0.0013981351427251904,0.001423802305484171,0.00165020031009782,0.0007459062613593642,0.0006854848446348075
s0533_re_19,-0.025973677214732684,0.03581269920551501,-0.05253542478558441,0.02648049248684935,-0.0733024190283276,0.014147159197050545,-0.07040605802722612,-0.027275830781092494,-0.0543215070903143,-0.0374117144082939,-0.06170907111620571,-0.02943147251229927,-0.02712248435812502,-0.03632620288611936,0.011348662637078597,0.003293094323516245,0.013071448149539712,0.029599127952000998,0.03506884236488776,0.018220448776206905,0.02917758267778191,0.026358869346404513,0.006436305507173728,0.011021234295191567,0.008525456803450954,-0.008552425227042462,-0.008770388580686064,-0.008170409506250646,-0.019368636434319284,-0.018635860956682036,-0.01153769924241374,-0.013145148043048087,-0.008810665285996454,0.0011250816590206681,0.0030140433641796995,0.004737695358884578,0.009792704607220929,0.009110117459694743,0.00654221445616608,0.007399123310195599,0.005560986528854805,0.0015284409274813559,0.0008756916015929512,-0.000850166234355099,-0.0037877603914881494,-0.0036367287627261844,-0.0032958514395996967,-0.004165177171334822,-0.0032657167171151118,-0.002150900229879891,-0.0017472514140926068,1.5165153561445902e-05,0.0013020833255400015,0.0011051942449931706,0.0016425710022686904,0.0017131001978080084,0.001051596189690934,0.0009472087159947288,0.0006495698920166588,-7.906205075384351e-05
s0533_re_20,-0.02443151440606413,0.034252849532995816,-0.05012386263089967,0.0245429728368721,-0.07089489172784953,0.013122809423662778,-0.07055760374273347,-0.026785000729765373,-0.05556666359370879,-0.03747320779154576,-0.0632782492506924,-0.028622728361917003,-0.030128695003085036,-0.03563037666376166,0.011278385957622736,0.002042311449176129,0.013868839909718253,0.030609958834938996,0.03495359619609878,0.018490688384833524,0.03112946987574425,0.02631816431478796,0.006944629835857976,0.012144805982656626,0.008174616509772335,-0.008555974503430742,-0.008067540155986343,-0.008461429566057662,-0.01959806704141813,-0.018006423571303467,-0.01171676761869627,-0.01440778960881011,-0.008925894050663446,0.0006636388553069815,0.0017373221906596065,0.00424852581569106,0.009745528806057573,0.008845201568642108,0.006855470498379606,0.008043562546715175,0.005314861279358207,0.0018117201629123745,0.0016739395861008672,-0.0006663800488739155,-0.003245951401161368,-0.003182531964603512,-0.0034655961488068575,-0.004136277949276844,-0.00306100268729372,-0.0022643567253417406,-0.0019549222001828894,-0.000168864215667572,0.0007814897400913995,0.0008909015853677811,0.0014704917465341012,0.0015961740103550186,0.0010713528552477604,0.000996190180211799,0.0006636539557513943,0.00021979683249811354
s0533_re_21,-0.024234265087263243,0.034476929462977784,-0.050113599802898555,0.02442938650157065,-0.0698189329674175,0.013789038560610227,-0.0708581114936957,-0.025565523521247868,-0.05519969456270052,-0.039440183847157,-0.06136565050964578,-0.029003008974950045,-0.035501836460114684,-0.035281134697847216,0.009157688694301553,-0.005287694527322354,0.01393169804127309,0.03122244854096615,0.030652612507701318,0.020710109402031784,0.03631848128451055,0.023938350652676188,0.009213569175362661,0.018144699574548926,0.006821953813827937,-0.006892924709663199,-0.002249509840403981,-0.009088653750347833,-0.019694009242419482,-0.014678770846617785,-0.014344321544279651,-0.018104421744686273,-0.009363576283991374,-0.002939331266388226,-0.002277980519762776,0.004471240990696052,0.009074365229957878,0.007358877693503771,0.008834711254345854,0.009541342760928738,0.005176512501897982,0.0038244686193040184,0.0034955096826130958,-0.00039511252266967786,-0.0019377526938924746,-0.002030039310863163,-0.0042066912203153565,-0.00437089256793893,-0.0034734349045640427,-0.0036205388575877677,-0.0025017098402308423,-0.0006755737001518517,-0.0004358237185101067,0.0005961702523963556,0.0016600906333407292,0.0015376684557379821,0.0013027797573790531,0.0016073832178270734,0.0006279309949839341,0.0006047132076991762
